COSMIC ID,TCGA Desc,EMT_score
1789883,COREAD,NA
907291,COREAD,-4.817528886313816
905971,COREAD,-4.628249324368778
905936,COREAD,-3.9625991898321895
905937,COREAD,-4.432181012180106
907289,COREAD,-4.314373355133457
905939,COREAD,-4.943496824696046
907287,COREAD,-4.905988354296179
905989,COREAD,-4.14661200678511
907790,COREAD,-3.6684044563142177
917486,COREAD,-4.880654957627536
907792,COREAD,-4.221117908178707
998189,COREAD,-4.7617841871252455
907794,COREAD,-4.725955355008971
907795,COREAD,-5.177090766657853
1240173,COREAD,3.2643719706714
908442,COREAD,NA
908458,COREAD,-0.11240915599235456
908457,COREAD,-4.497587922390601
909263,COREAD,-4.604403367668716
909698,COREAD,-0.9509710356553152
909718,COREAD,-3.3825872415413545
1660035,COREAD,-4.98760527118148
1660036,COREAD,-4.558265255463569
910905,COREAD,-5.10614888093094
909740,COREAD,-4.070163776637954
1674021,COREAD,-4.0765882104211535
1659823,COREAD,-4.376066070448737
1659928,COREAD,-4.129028038002602
1660034,COREAD,-4.667260779079193
909747,COREAD,-5.031204969359164
909748,COREAD,-4.564535395647878
909757,COREAD,-4.437222045098984
909751,COREAD,-4.133592645860407
905962,COREAD,-2.479462984103551
909761,COREAD,-4.4788603833538225
909746,COREAD,-4.932843271677086
909755,COREAD,-4.4418128313203775
910935,DLBC,-0.13584545863500352
910934,DLBC,0.9390325865846753
910919,DLBC,1.337664721435718
910918,DLBC,NA
906807,DLBC,1.055156763212029
949088,DLBC,1.1049966185303015
906832,DLBC,0.501716139807622
906842,DLBC,1.0746004728461855
1303897,DLBC,2.13428719000685
1297449,DLBC,1.2285650127940473
907063,DLBC,NA
1327765,DLBC,1.329850017868309
1327773,DLBC,1.291112706900583
907274,DLBC,0.625106742329351
1327768,DLBC,1.0806773375263536
1327769,DLBC,1.4366052147284458
907799,DLBC,1.1200304797000014
1659819,DLBC,0.8088525084453209
1330982,DLBC,1.2981108082029769
1330984,DLBC,1.2096845143967516
1330995,DLBC,1.0575261479181246
910861,DLBC,0.4701456000252451
910930,DLBC,1.5663648133284649
1331032,DLBC,-0.04336624587836812
1331035,DLBC,0.5548402020075365
1331036,DLBC,0.6432004993301579
1331037,DLBC,0.8093009466288801
1331038,DLBC,1.0257169646925122
1331033,DLBC,0.47968411819389933
1331034,DLBC,1.137398438986465
1331048,DLBC,0.711146673504349
1331045,DLBC,0.9881417450673412
909773,DLBC,1.5817722401343683
1331050,DLBC,0.8741459916999905
906817,ESCA,-2.274802910199191
1503366,ESCA,-3.1767913892167163
1503367,ESCA,0.615640772734622
753555,ESCA,-2.359140706830998
1503361,ESCA,1.5256060585941205
753559,ESCA,1.4269566338934156
1503368,ESCA,-1.961531507124904
753573,ESCA,-1.6060879654535318
753575,ESCA,-1.3726613016858131
753576,ESCA,-0.6404943738795801
907317,ESCA,-2.4899219794857252
907318,ESCA,-2.1784306541198877
1240167,ESCA,-2.2987915822521643
907319,ESCA,-2.1098156274346103
753574,ESCA,-1.901424836529074
907320,ESCA,-2.3870030390093495
1298222,ESCA,-2.3762883701989477
907321,ESCA,-2.5909589474834336
910079,ESCA,-3.0221369831472664
1503363,ESCA,2.09091310670288
1298359,ESCA,-2.180179455279749
910549,ESCA,-2.300322291061362
1503362,ESCA,-2.1916871625522845
1503365,ESCA,-1.307384226067481
753621,ESCA,-1.5645434851351832
753622,ESCA,-2.224111706812865
946354,ESCA,-2.6291291291899723
946356,ESCA,-2.4531881210563293
753614,ESCA,-3.247996148818144
1503371,ESCA,-2.1123229215151653
735784,ESCA,-2.437516415275483
946355,ESCA,-2.0098087918213547
1299064,ESCA,-2.5521489031938724
753623,ESCA,0.8229360324606105
946353,ESCA,-1.5699835591198648
687561,GBM,2.552910571875265
687562,GBM,2.2211533349797596
687563,GBM,1.8884530700499729
910933,GBM,2.301537579629808
906746,GBM,2.4631624755965604
910943,GBM,3.1954556141349064
946367,GBM,2.9285915829571536
946368,GBM,2.863960082040516
946370,GBM,3.0850462405287935
946372,GBM,2.563324338318624
906835,GBM,2.71100709327098
906839,GBM,3.5205139049626375
753549,GBM,2.4621838972104766
946377,GBM,3.100392354097206
687568,GBM,2.6235524031401933
907313,GBM,3.4655317512114423
949094,GBM,3.2458236703899175
1240168,GBM,2.289140600575992
1240169,GBM,2.5918506228829914
910694,GBM,2.806251082659153
1240170,GBM,1.7682224519975298
909712,GBM,2.82328916139135
905986,GBM,2.5893530516975387
905985,GBM,1.9722326028858197
905982,GBM,2.9406637247307463
909729,GBM,2.248033465537977
687586,GBM,1.9840419087775008
909745,GBM,2.7096225488007653
905983,GBM,2.2655943374234675
909905,GBM,2.75051061139139
687592,GBM,2.3477293843104245
687590,GBM,2.726120058619407
687588,GBM,3.0188430580587933
946366,GBM,NA
753541,HNSC,-3.9081839275602697
753532,HNSC,2.788904511697435
753531,HNSC,-3.062658782470038
1240121,HNSC,-3.439859436451205
1290725,HNSC,-2.3795728830302902
1240122,HNSC,-3.255474550076732
753535,HNSC,-2.954078091930046
1290724,HNSC,2.6417932898526417
753538,HNSC,-3.42274961982287
910916,HNSC,-3.666373278304563
906837,HNSC,-3.1071330346340025
910936,HNSC,-3.134443476172425
906863,HNSC,-3.4014110821894876
924111,HNSC,-2.527408632726874
753561,HNSC,-2.4912511901147933
907061,HNSC,-2.6475445353955682
907062,HNSC,-3.0791519569236003
1240161,HNSC,-3.672383438002776
1240162,HNSC,-2.8281369982961593
1298156,HNSC,-3.0702249565078192
753562,HNSC,-1.419474941710912
1298215,HNSC,-2.1424646667834093
753570,HNSC,-3.2728185904497025
753583,HNSC,1.1738600295820332
1240204,HNSC,-3.343180181715802
1298529,HNSC,3.1066345183926867
1240205,HNSC,-3.811191885868322
1298531,HNSC,-3.318937237322003
1240206,HNSC,-3.901576858184333
1240207,HNSC,-2.897947303067329
1298362,HNSC,-2.239201534662051
1240196,HNSC,-1.992038015230687
910904,HNSC,-3.2847739394798348
909709,HNSC,-3.1044531074457
1299052,HNSC,-3.4392800484940853
909708,HNSC,-2.460534276202434
1299050,HNSC,-2.876475585196524
910911,HNSC,-3.082803178180386
910701,HNSC,-2.693409706893056
1299059,HNSC,-3.877559199452219
910922,KIRC,2.520565120397434
905947,KIRC,2.930350618709385
905948,KIRC,2.5340599379713233
910920,KIRC,1.1304436920566454
905950,KIRC,0.00640628542989407
753533,KIRC,2.622627697675606
910698,KIRC,2.5239121600839933
905963,KIRC,1.1651505532228803
910952,KIRC,1.9599831010553572
753558,KIRC,2.8112581226282045
1298168,KIRC,2.9842546984237996
1298169,KIRC,2.7629373622446303
753585,KIRC,1.195636246635699
753577,KIRC,2.460360975227541
753578,KIRC,-0.26430070451593135
1509073,KIRC,3.1488114098770685
1509074,KIRC,2.846864310953226
909974,KIRC,2.7410383592675722
909250,KIRC,2.40899079154331
905978,KIRC,3.186318286849982
1524418,KIRC,-0.37773489336056443
1524417,KIRC,2.2964812478383916
1524414,KIRC,2.308065760326924
1524415,KIRC,2.828049711481273
1524416,KIRC,2.652265656624221
1524419,KIRC,1.8688951203903956
905979,KIRC,2.358241614068176
905980,KIRC,2.9611801365722696
1240224,KIRC,NA
909781,KIRC,3.080047212460612
905981,KIRC,1.5381138766888371
1240220,KIRC,2.084067872436356
910688,LAML,-1.2668589150863043
910566,LAML,-0.4184710931351425
753548,LAML,-0.4805411184570216
906870,LAML,-0.5628592000778685
907053,LAML,-0.2644666201598689
905938,LAML,-0.0532939028486723
907278,LAML,-0.1842182720834744
907300,LAML,0.2654556410709361
907280,LAML,-0.2638638014238417
907275,LAML,-0.5285212938879025
908148,LAML,-0.10345329499933607
908141,LAML,-0.3491924706295073
1330942,LAML,0.2962926746303678
1330947,LAML,-0.16110536824417032
1330948,LAML,-0.3526283323429533
1323913,LAML,0.0857637968875542
1330985,LAML,0.0651125584833423
908448,LAML,-0.24257898091832164
910947,LAML,0.11166710972560434
908451,LAML,-0.3233500436281176
1290455,LAML,-0.1345994319879038
1330983,LAML,-0.5128559675618805
910545,LAML,-1.2995851428768583
909253,LAML,-0.8943809721056901
1330991,LAML,-0.4161491946633289
909715,LAML,-0.4677519279790366
909771,LAML,-0.7114087539386285
910710,LCML,0.6660119890491627
910951,LCML,0.8259822630148301
906855,LCML,0.515300387055003
1330931,LCML,0.5972067682469664
907311,LCML,-2.7542617944575523
905940,LCML,1.1737247593014684
1327771,LCML,0.5838437852752603
907783,LCML,0.5227141682012961
908126,LCML,1.5141352086670272
910544,LCML,0.5092615022784788
946369,LGG,3.054627468625001
946373,LGG,3.51405774822207
906868,LGG,2.6562525418959613
907042,LGG,2.6681008884623516
906871,LGG,3.0886806090496246
1240150,LGG,2.916514414217764
907282,LGG,3.0613743245744285
924188,LGG,3.5178718771852324
907279,LGG,4.077676088801632
907271,LGG,2.3797621613709934
908144,LGG,2.7234726489526917
908145,LGG,2.553724861615434
908449,LGG,3.0970840311201697
908452,LGG,3.0194437553732274
908450,LGG,2.777528222286216
905984,LGG,2.7984283540160586
909750,LGG,3.280873253592231
910850,LIHC,-0.23746067605823296
1240147,LIHC,0.5057936881467846
907057,LIHC,1.5082697640746725
1298146,LIHC,0.8222900289701238
907071,LIHC,0.0787570707462999
1298151,LIHC,-1.727044971365915
1240159,LIHC,1.860778091568652
1240160,LIHC,0.8587413417329559
909737,LIHC,2.4281494381159288
909738,LIHC,1.6276624990313602
909739,LIHC,2.5201357120806804
909719,LIHC,1.9106880335573333
909736,LIHC,2.510281585993451
1240217,LIHC,0.8883552865300217
1240157,LIHC,2.5072152791740745
1240158,LIHC,2.1816236634771204
905949,LUAD,1.588276891048614
906791,LUAD,-3.016631973062287
687777,LUAD,-3.000527642628793
724859,LUAD,1.7837187665337653
906805,LUAD,-0.01561863871144098
905970,LUAD,-0.8787739242443084
1503369,LUAD,-2.397182550262393
1503370,LUAD,-0.19165893817341484
1247873,LUAD,-3.1539146450156963
905972,LUAD,2.545311521739471
1240145,LUAD,1.101490058293824
1290908,LUAD,-3.281938799932872
1240146,LUAD,-2.8886071248213776
753592,LUAD,2.5526964493197313
907786,LUAD,-3.555272098826191
722058,LUAD,-2.438748629776806
687794,LUAD,NA
908475,LUAD,1.920466695740167
753600,LUAD,2.372496356172886
1298348,LUAD,-2.9043529752792825
1298350,LUAD,-3.686485218309903
908472,LUAD,-3.4210025075569694
724868,LUAD,2.4544108212659586
908463,LUAD,0.8796822730321088
687798,LUAD,-2.936981922152995
687799,LUAD,-2.795144439306637
687800,LUAD,-2.5308840964408494
724866,LUAD,0.24247566574557045
910900,LUAD,2.0268988641222965
908473,LUAD,-2.970807544248645
1298347,LUAD,-4.012316295234123
687802,LUAD,-1.5664331391401252
1240185,LUAD,-0.6807886376710126
905942,LUAD,1.162263733429212
687819,LUAD,-3.3911302978530973
687820,LUAD,-3.1192858028052317
924244,LUAD,0.5010456853227607
722046,LUAD,-3.082552438337313
687821,LUAD,0.6470569936856938
908476,LUAD,-3.411806062826527
724873,LUAD,-2.6242319471783047
905944,LUAD,0.8066545254912487
1240187,LUAD,0.9783570464212152
722045,LUAD,1.2382461813259926
1240190,LUAD,-3.237270586978255
687807,LUAD,-0.5270396689622441
905967,LUAD,-3.6397001420326873
687816,LUAD,1.114902281499571
687812,LUAD,-1.805623512772069
908465,LUAD,-3.237818725048811
724834,LUAD,-2.698578481227286
724874,LUAD,-2.664954451142333
908460,LUAD,-3.698816064865686
910399,LUAD,2.1903918797336672
722066,LUAD,1.6534916404786992
1240202,LUAD,-3.006675189691273
753608,LUAD,-2.6611169632719713
1298537,LUAD,-3.788942737399685
910931,LUAD,2.2700318766368075
909721,LUAD,2.23835932781232
724878,LUAD,2.053513097589541
713869,LUAD,-2.089497120881898
753554,LUSC,-1.8575807749136688
753556,LUSC,-1.153629543668723
1240143,LUSC,-0.7393119924811478
1240142,LUSC,-1.8811719326824772
753569,LUSC,-1.869472167374848
1298226,LUSC,1.344578748479461
1298223,LUSC,-1.7939800293311583
687787,LUSC,-2.3088971885714544
908443,LUSC,-1.4310915265016435
687815,LUSC,-2.3327740723023913
1240183,LUSC,-2.5478037137398415
905941,LUSC,1.0629659812910583
1298538,LUSC,-2.6508264824650025
909728,LUSC,0.569247057495657
1240137,MESO,3.8166827970030326
1290814,MESO,3.8411461855114024
1240138,MESO,1.8599997716401055
1290808,MESO,3.251531522379809
1240139,MESO,3.166494192111284
1290809,MESO,3.949961016389646
1290810,MESO,3.398630809701362
1240131,MESO,3.1033923913301185
1240132,MESO,2.469167070825649
1290812,MESO,4.087872630484899
1240134,MESO,3.000302487363936
1290813,MESO,1.2145652329014798
1240135,MESO,1.2062675009351302
1240136,MESO,2.8572083918884936
1240141,MESO,-1.5295851191429255
907173,MESO,2.2935962664842338
908150,MESO,2.8584505121623227
908152,MESO,3.1048016630557527
908462,MESO,3.389538721321851
908470,MESO,2.9586185300092422
688058,MESO,3.7730148914680446
1295741,MM,0.6485794887517722
906765,MM,-0.5507711052181063
1297447,MM,1.0982430834082333
753563,MM,-1.5970059215134036
907281,MM,0.09651582689783522
1327766,MM,0.995940548155014
1327775,MM,1.0496144115853272
1659817,MM,1.2981219139412934
924239,MM,-0.3934727216719658
907791,MM,1.2234489262379618
1659818,MM,0.983890453142287
1330950,MM,1.1953937925750933
724825,MM,1.3114055363107968
909249,MM,1.3994463753433513
905964,MM,2.016273721767823
753612,MM,1.2558178998597027
753615,MM,0.9371172549509624
753616,NB,2.321169562330895
910567,NB,2.1660003813371103
910941,NB,2.1479377226223706
906820,NB,3.095433194135268
906872,NB,4.384944969045536
906875,NB,2.688975783748821
907170,NB,2.4167888246989997
753618,NB,2.379413741953733
924189,NB,NA
907314,NB,2.382567513899327
946363,NB,NA
949170,NB,2.1290613465217576
908135,NB,2.338590063109858
908118,NB,NA
949179,NB,1.9469358848827112
949171,NB,2.339033936108557
949172,NB,2.9137946200793703
949177,NB,1.7449647537666193
949178,NB,2.460778696527664
949175,NB,2.3479916696657823
949176,NB,2.747888872540937
949173,NB,2.36974793034769
908440,NB,3.3504371410718563
949174,NB,-1.5238745342772295
1240181,NB,2.6901390113572443
908447,NB,3.0770104228313624
724828,NB,2.84090490259241
688086,NB,2.283034359400901
688087,NB,2.252654104096365
753620,NB,2.1359787825524257
717431,NB,3.0720962249549246
910780,NB,2.762183311270991
906825,OV,NA
949090,OV,-1.228700077761799
1479987,OV,3.394160878041442
911905,OV,1.4913857740471856
1240129,OV,2.618448053915217
1479988,OV,3.693883330393305
1479995,OV,0.6412701262764946
1480358,OV,-0.4618846235527254
1480359,OV,-1.164134465341399
905968,OV,0.893868476729403
946360,OV,-1.5321655547563893
910548,OV,0.7447198445168857
909257,OV,1.4994921154941112
1480361,OV,1.677429410762512
1480362,OV,3.2440603680758144
1298365,OV,2.137676927722807
1480360,OV,3.5554104588105173
1240197,OV,-0.11612320482436544
1480364,OV,-1.3817407287129857
1480367,OV,NA
905933,OV,-1.2053534188547204
905990,OV,-1.2475325667700226
905969,OV,1.0878133840034687
1480372,OV,-0.1482816662357722
905991,OV,2.5974786365145666
1240198,OV,-2.1262346290335037
1480371,OV,1.1042990737871827
1240199,OV,-1.328228269212531
1240200,OV,-2.2701469869988333
905959,OV,1.1155650522036016
909753,OV,-1.5107249904255244
1299070,OV,2.185401359891124
1240222,OV,1.6730531071127084
1480374,OV,-0.3858225722487738
910702,PAAD,-0.4402775357179358
906693,PAAD,-2.740726777053646
910915,PAAD,-3.543222699940851
753624,PAAD,-3.302553904209609
906821,PAAD,-1.4988517203801743
1290797,PAAD,-2.9940191393055455
1298136,PAAD,-3.5233658053362618
724869,PAAD,-3.186943398457344
907285,PAAD,-3.0287787519417932
907286,PAAD,-3.9996395097181727
1298141,PAAD,1.2159931400092034
1298216,PAAD,0.9693367089443568
753572,PAAD,1.0904350957666145
724870,PAAD,1.128048850007839
753595,PAAD,-3.1574652853946388
910546,PAAD,1.2020463108845192
1298475,PAAD,-3.445000631189714
925346,PAAD,-1.9838938673841715
1298476,PAAD,-3.922429018995121
925347,PAAD,-3.122393538435136
925348,PAAD,-3.4002051678227883
1298526,PAAD,-3.2415156860826366
1240201,PAAD,1.1456339780695295
1298533,PAAD,-3.2247935474498215
1240219,PAAD,1.0186281178210388
910907,PAAD,-2.318733773032359
1240218,PAAD,-2.7766626425879934
909904,PAAD,-2.720987334073958
1298218,PAAD,-3.0799144283373963
924100,PRAD,-0.20401209826846944
905935,PRAD,0.9234474623647078
907788,PRAD,-0.4829317506261148
1330993,PRAD,2.295815542518562
905934,PRAD,1.4422547251121005
1299075,PRAD,-0.3947540826338862
1322212,SCLC,-2.3626962402972245
906808,SCLC,-2.673549868316332
1297439,SCLC,-2.3351531277464543
753547,SCLC,1.3632248074344837
910937,SCLC,-1.7054639682675647
1297438,SCLC,-1.412058571457666
910692,SCLC,-1.9433749356741232
687980,SCLC,-1.7660964315174963
687983,SCLC,1.4188346372045255
687985,SCLC,1.4349516700652512
907295,SCLC,-1.7271403697904644
753551,SCLC,-2.356754930712749
1303901,SCLC,NA
753564,SCLC,-2.4445215988205833
753565,SCLC,-2.8293055634684308
753588,SCLC,-1.5240417452393693
713899,SCLC,0.4158535661704059
713878,SCLC,-1.5503267190712933
753582,SCLC,-0.07341583952837105
753589,SCLC,-1.2343789762134731
753594,SCLC,0.9803587304101408
687995,SCLC,-1.1195597936370545
687997,SCLC,0.5236503122781064
910899,SCLC,-2.085755491546907
908468,SCLC,-1.3327355848644205
753597,SCLC,NA
753599,SCLC,-0.9779101993915128
1330964,SCLC,0.850945499661039
1298349,SCLC,-2.884607834007877
908469,SCLC,-2.080457695642391
688006,SCLC,1.0337798972424863
688023,SCLC,2.113157909909651
1240186,SCLC,2.752793665388125
688013,SCLC,-2.2071007146803288
1240189,SCLC,-2.336871103782327
688010,SCLC,-0.7741308681589301
753605,SCLC,-2.5654690567784533
688014,SCLC,-1.5769820954836575
908483,SCLC,0.8077129311838149
924241,SCLC,-2.0654912582880893
688011,SCLC,-2.5224212593594606
688015,SCLC,NA
1240182,SCLC,-2.5733913743076933
908481,SCLC,-1.5451898630195755
1330973,SCLC,0.3201294485032271
688018,SCLC,1.190820782118173
688007,SCLC,-1.8050067610146092
908480,SCLC,NA
688021,SCLC,-1.8988176343441232
1330972,SCLC,-1.4920523117303022
688027,SCLC,-2.105012106049844
909194,SCLC,-1.3995181672732624
688025,SCLC,-2.4492375745312094
688031,SCLC,1.312668342711426
688026,SCLC,-0.7552734955861196
1240192,SCLC,1.39153919576877
1240193,SCLC,1.9588601750529957
713885,SCLC,-2.518458694889782
753610,SCLC,1.3866549616939818
713880,SCLC,1.0112376648978223
724872,SCLC,0.16829685876290057
1299062,SCLC,2.067849500290314
1287706,SKCM,0.8555375577881188
910921,SKCM,2.9129547703884366
906793,SKCM,2.305311037210573
906792,SKCM,1.3625414736056936
906830,SKCM,2.0496868934059034
906818,SKCM,1.449838186826363
1240125,SKCM,2.3802333883527513
906814,SKCM,0.8186955115353971
753545,SKCM,2.188084118594344
906813,SKCM,1.7405818976215386
753546,SKCM,1.7617687671431348
949092,SKCM,NA
687448,SKCM,2.274057977879666
910853,SKCM,0.6068469605707447
910932,SKCM,-0.6817197398522072
1240130,SKCM,0.5822738895406392
906865,SKCM,0.23007266330774723
907058,SKCM,0.7863763166092337
907171,SKCM,0.9216172613245384
907172,SKCM,3.197160686353257
907169,SKCM,0.607007024266287
907067,SKCM,2.4351907710346277
1240153,SKCM,0.2872889927267117
1298144,SKCM,NA
1298145,SKCM,2.5181631346271516
1298160,SKCM,1.071286698851564
905974,SKCM,1.7784104553549716
905975,SKCM,1.6493183092975627
753579,SKCM,1.9363672062473671
753581,SKCM,1.313368514090599
925339,SKCM,1.2259893709739034
908124,SKCM,-0.16808394784184344
908125,SKCM,1.897713596288602
908128,SKCM,0.70007119849903
971777,SKCM,2.3861997228309626
753596,SKCM,0.31178462850613187
909706,SKCM,1.5986149061397752
910903,SKCM,2.8975531561331938
905954,SKCM,0.638623232127788
909724,SKCM,0.8621041238402691
909726,SKCM,0.7605250753583386
909727,SKCM,2.9385972277949266
905956,SKCM,-0.2489841700533777
909713,SKCM,0.8125927571441514
909723,SKCM,0.3863356158143203
905955,SKCM,0.8485403123919903
909725,SKCM,2.920753653490407
930301,SKCM,NA
905977,SKCM,-0.3440632379568509
905976,SKCM,2.9363694543620724
909784,SKCM,3.4732431982143552
1299078,SKCM,2.79696176812618
1240226,SKCM,3.257763296909941
1299080,SKCM,1.8561007126572235
1299081,SKCM,2.0548173475372096
910924,STAD,-4.616536484827633
906790,STAD,-3.6038853024385458
906869,STAD,-2.7613143904689106
1290806,STAD,-0.8823822585364502
907055,STAD,0.9106950376939972
1322224,STAD,-4.686915943763742
1240151,STAD,2.1071381740098936
1240155,STAD,-4.414201858546896
907276,STAD,-4.008454815384486
908139,STAD,-4.239918024656641
925340,STAD,-4.063202814860876
924250,STAD,-3.1516133783617226
908461,STAD,-3.884092505006316
908444,STAD,0.2271059905134889
908446,STAD,-4.60806565604034
908455,STAD,-2.697349232239462
908445,STAD,-0.26928604179104765
1298357,STAD,-4.501116338305492
1298358,STAD,-5.000119372032971
1240209,STAD,-3.1501485087050107
909697,STAD,0.31558835100851423
1503364,STAD,-3.293332006286403
1299069,STAD,NA
909770,STAD,-3.776791599598325
924102,THCA,5.3364627505751585
906795,THCA,5.459775408056611
1290722,THCA,4.839438584750825
924104,THCA,5.053511456954363
906696,THCA,3.79234629948526
906828,THCA,4.554877169723867
910568,THCA,4.704128251284155
906864,THCA,4.663866372675166
1240154,THCA,3.7603802206690977
924151,THCA,1.9826218760413976
924238,THCA,5.238747284045694
1298167,THCA,NA
1240178,THCA,4.570984485301451
930083,THCA,5.376110856666109
930299,THCA,0.16850865958137273
1240223,THCA,4.634143198202745
910781,UCEC,1.4807288919591757
910691,UCEC,1.3747721006069762
1240127,UCEC,1.1048840569150291
907051,UCEC,1.4841269654803255
924187,UCEC,0.6863281036620528
908130,UCEC,1.314923245309533
1240174,UCEC,-1.0836262531801977
908129,UCEC,0.4207383866368586
909735,UCEC,-0.9894460098586793
